,taxpayer_id,states,FiledLate,MaritalStatus,EmploymentStatus,EducationLevel,Age_mean,income,median_monthly_income,cleaned_tax,statemode,CreditScore_constant,CreditScore_missing,LoanAmount_end_of_tail
202,203,RJ,1,Married,Retired,PhD,40.0,81637.01881918708,6803.084901598923,14491.105645756124,RJ,737.0,0,442695.1039730998
203,204,MP,1,Divorced,Retired,Bachelor,56.0,59935.80079297256,5888.0603550509495,11197.01727818342,MP,734.0,0,327278.74623177265
204,205,TS,1,Married,Self-Employed,Bachelor,48.78677777777778,53625.24978110663,4468.770815092219,6725.049956221325,TS,685.0,0,167103.84161045105
205,206,KL,1,Widowed,Unemployed,Bachelor,48.78677777777778,78729.14359228387,6560.761966023656,13618.743077685162,KL,465.0,0,281175.83480349294
206,207,MP,1,Single,Self-Employed,High School,60.0,55500.45146451467,4625.037622042889,7100.090292902934,MP,611.0,0,191460.1926973263
207,208,NL,1,Widowed,Self-Employed,Master,46.0,59963.82620951471,4996.985517459559,7992.765241902942,NL,831.0,0,351347.54401524586
208,209,OR,1,Divorced,Unemployed,Master,53.0,59935.80079297256,5495.298011248391,7983.148454689412,OR,351.0,0,442695.1039730998
209,210,OR,1,Widowed,Employed,Master,30.0,59903.385496917326,4991.948791409777,7980.677099383465,OR,620.0,0,308163.889140715
210,211,OR,1,Widowed,Self-Employed,Bachelor,49.0,47035.181068610334,3919.5984223841942,5407.036213722067,OR,574.0,0,160079.58256671313
211,212,GA,0,Married,Unemployed,Bachelor,24.0,59935.80079297256,2709.351627525696,2502.4439060616705,GA,752.0,0,442695.1039730998
212,213,ML,1,Widowed,Employed,PhD,76.0,59935.80079297256,6438.699395488218,13179.317823757585,ML,575.0,0,325741.44965999783
213,214,GJ,1,Married,Unemployed,Bachelor,68.0,70266.15828251449,5855.513190209541,11079.847484754346,GJ,607.0,0,171903.1142739412
214,215,GJ,0,Married,Unemployed,Bachelor,39.0,29029.002135065843,2419.083511255487,1902.9002135065844,GJ,390.0,0,112299.25805901166
215,216,WB,1,Single,Unemployed,High School,45.0,46557.82770833658,3879.818975694715,5311.565541667316,WB,740.0,0,104551.3921452986
216,217,TN,1,Widowed,Employed,Bachelor,19.0,63223.17772692093,5004.438100873866,8966.953318076277,TN,717.0,0,131683.76253476716
217,218,WB,0,Single,Employed,Bachelor,59.0,67966.30236409022,5663.858530340852,10389.890709227067,WB,718.0,0,5671.491737153003
218,219,OR,1,Divorced,Self-Employed,Bachelor,62.0,32667.834138592352,2722.3195115493627,2533.5668277184704,OR,698.0,0,181792.87778443872
219,220,ML,0,Married,Self-Employed,Bachelor,79.0,58393.70400223641,4866.142000186367,7678.740800447282,ML,558.0,0,251982.6655319961
220,221,MZ,1,Married,Self-Employed,PhD,74.0,59935.80079297256,5004.438100873866,10914.134814371406,MZ,303.0,0,442695.1039730998
221,222,SK,1,Divorced,Self-Employed,High School,48.78677777777778,53672.78756581295,4472.732297151079,6734.55751316259,SK,512.0,0,442695.1039730998
222,223,OR,1,Married,Self-Employed,Bachelor,23.0,64604.93367181909,5383.744472651591,7983.148454689412,OR,705.0,0,129050.78914944788
223,224,ML,0,Single,Employed,Master,45.0,51224.066123199416,4268.672176933284,6244.813224639884,ML,368.0,0,154324.088214465
224,225,ML,0,Single,Retired,Bachelor,45.0,76365.5343305914,5004.438100873866,12909.66029917742,ML,530.0,0,222696.8549905597
225,226,OR,0,Divorced,Unemployed,High School,61.0,45612.85715040712,3801.071429200593,5122.571430081423,OR,582.0,0,266020.41357932833
226,227,MN,0,Widowed,Self-Employed,Bachelor,61.0,59935.80079297256,3286.88264135843,3888.518339260233,MN,605.0,0,80372.59283403198
227,228,AS,1,Married,Unemployed,Master,37.0,60520.68355310791,5043.390296092326,8156.205065932374,AS,567.0,0,212590.10928563183
228,229,MN,0,Widowed,Unemployed,PhD,47.0,59935.80079297256,2849.7110415672564,2839.306499761416,MN,437.0,0,221205.00344231943
229,230,TR,1,Single,Self-Employed,Bachelor,79.0,22107.99861486978,1842.3332179058148,1210.799861486978,TR,348.0,0,124521.7695290749
230,231,WB,1,Single,Unemployed,High School,28.0,79507.23536497225,6625.602947081021,13852.170609491674,WB,334.0,0,243755.04805061815
231,232,ML,1,Married,Unemployed,Bachelor,75.0,42283.95933190527,3523.663277658772,4456.791866381053,ML,481.0,0,442695.1039730998
232,233,PB,1,Divorced,Retired,High School,72.0,35994.271513491374,5004.438100873866,3198.854302698275,PB,419.0,0,442695.1039730998
233,234,CG,1,Single,Unemployed,Bachelor,45.0,59935.80079297256,3782.361834575588,5077.6684029814105,CG,567.0,0,130672.4370300325
234,235,OR,0,Widowed,Unemployed,Bachelor,42.0,59935.80079297256,3715.024052883807,4916.057726921135,OR,775.0,0,442695.1039730998
235,236,JH,1,Single,Retired,PhD,56.0,57441.99369905621,4786.832808254684,7488.398739811243,JH,577.0,0,442695.1039730998
236,237,MP,1,Married,Unemployed,PhD,79.0,40317.2387936526,3359.76989947105,4063.44775873052,MP,536.0,0,214382.31819029475
237,238,MN,0,Divorced,Unemployed,Bachelor,50.0,68967.3505606108,5747.279213384233,10690.205168183238,MN,543.0,0,146059.52946692088
238,239,KL,1,Single,Unemployed,High School,18.0,71632.21436083887,5969.351196736573,7983.148454689412,KL,820.0,0,138179.79751160403
239,240,MZ,0,Married,Unemployed,Master,74.0,37050.153888920366,3087.512824076697,3410.030777784073,MZ,553.0,0,245848.6511548301
240,241,MN,1,Single,Unemployed,PhD,44.0,48874.26078692902,4072.855065577419,5774.852157385805,MN,543.0,0,442695.1039730998
241,242,WB,0,Single,Unemployed,Bachelor,79.0,50584.969679305446,4215.4141399421205,6116.993935861089,WB,335.0,0,442695.1039730998
242,243,BR,1,Widowed,Employed,High School,74.0,57029.86749540584,4752.488957950487,7405.973499081169,BR,460.0,0,189204.574857176
243,244,MN,1,Single,Retired,Bachelor,69.0,59935.80079297256,6624.025275475522,13846.490991711882,MN,440.0,0,251061.95502882276
244,245,MZ,0,Single,Employed,Bachelor,30.0,80525.64147004695,5004.438100873866,14157.692441014084,MZ,753.0,0,442695.1039730998
245,246,UK,1,Divorced,Employed,PhD,48.78677777777778,104979.61295098416,8748.30107924868,21493.883885295247,UK,-1.0,1,219232.83307957332
246,247,KA,1,Widowed,Retired,High School,20.0,19151.26927522479,1595.9391062687323,915.126927522479,KA,573.0,0,442695.1039730998
247,248,TN,0,Divorced,Retired,Bachelor,56.0,59935.80079297256,5004.438100873866,4672.535396654135,TN,-1.0,1,442695.1039730998
248,249,TN,0,Married,Unemployed,PhD,23.0,92652.16525934971,7721.0137716124755,17795.649577804914,TN,-1.0,1,304329.9509062398
249,250,MN,1,Single,Self-Employed,High School,25.0,27587.39428001697,5004.438100873866,1758.7394280016977,MN,-1.0,1,296252.0978446771
250,251,PB,0,Widowed,Self-Employed,High School,44.0,59935.80079297256,7686.89759625606,17672.831346521816,PB,321.0,0,442695.1039730998
251,252,RJ,1,Divorced,Employed,Bachelor,26.0,62652.3229165784,5221.026909714867,8795.69687497352,RJ,516.0,0,281094.13641562714
252,253,UP,0,Divorced,Unemployed,Bachelor,79.0,63314.3899144058,5276.199159533817,8994.31697432174,UP,765.0,0,353128.1446010986
253,254,GJ,0,Married,Self-Employed,High School,54.0,59935.80079297256,3080.3030208207947,3392.7272499699075,GJ,-1.0,1,216593.7890433303
254,255,MP,0,Married,Retired,High School,50.0,51879.06203992266,4323.255169993555,6375.812407984532,MP,793.0,0,260135.666638316
255,256,SK,1,Married,Retired,PhD,68.0,59935.80079297256,7621.064539564859,17435.83234243349,SK,500.0,0,135472.36489151345
256,257,MP,1,Divorced,Self-Employed,Master,59.0,59935.80079297256,4928.47529713816,7828.340713131583,MP,564.0,0,218637.4527246159
257,258,PB,1,Single,Unemployed,High School,61.0,51999.01749221631,4333.2514576846925,6399.803498443263,PB,-1.0,1,442695.1039730998
258,259,PB,0,Married,Unemployed,Bachelor,41.0,67302.94553482624,5608.5787945688535,10190.883660447873,PB,562.0,0,263092.27131888526
259,260,AR,1,Divorced,Employed,High School,32.0,56540.08319455216,4711.673599546014,7983.148454689412,AR,716.0,0,149997.3933333712
260,261,JH,1,Married,Retired,Bachelor,76.0,66212.72069651594,5517.7267247096615,9863.816208954782,JH,365.0,0,74785.87363382406
261,262,NL,0,Single,Unemployed,Master,71.0,44704.65602112141,3725.3880017601177,7983.148454689412,NL,-1.0,1,442695.1039730998
262,263,WB,0,Married,Retired,High School,49.0,59935.80079297256,4884.271027087842,7722.250465010823,WB,755.0,0,284944.9625161311
263,264,PB,1,Widowed,Employed,Bachelor,49.0,48460.627222067065,4038.385601838922,7983.148454689412,PB,-1.0,1,442695.1039730998
264,265,CG,1,Divorced,Unemployed,Bachelor,48.78677777777778,27528.60046749581,2294.050038957984,1752.8600467495808,CG,479.0,0,237552.5659469479
265,266,PB,1,Divorced,Unemployed,Bachelor,58.0,68675.24017045833,5722.936680871528,10602.5720511375,PB,334.0,0,152115.08566336698
266,267,OR,1,Married,Self-Employed,PhD,69.0,37792.088852,3149.3407376666664,3558.4177704000003,OR,595.0,0,442695.1039730998
267,268,UK,1,Married,Retired,Bachelor,66.0,57034.663258126166,4752.888604843847,7406.932651625233,UK,727.0,0,191537.8437125142
268,269,AR,0,Single,Unemployed,Master,79.0,76669.2284249024,5004.438100873866,13000.768527470718,AR,594.0,0,442695.1039730998
269,270,BR,1,Married,Employed,Bachelor,66.0,33039.35778227226,5004.438100873866,2607.871556454452,BR,831.0,0,306202.2987227226
270,271,ML,1,Married,Retired,High School,75.0,70884.31374509283,5907.026145424403,11265.29412352785,ML,652.0,0,326121.8130956716
271,272,UK,1,Single,Unemployed,Master,48.78677777777778,54603.35777456407,4550.279814547006,6920.671554912815,UK,514.0,0,307785.2859049133
272,273,RJ,0,Widowed,Retired,Bachelor,29.0,42602.578783312856,5004.438100873866,4520.515756662571,RJ,352.0,0,173767.61101837273
273,274,ML,0,Single,Employed,Master,79.0,96412.61919994924,8034.384933329103,18923.78575998477,ML,439.0,0,152415.53861680938
274,275,MZ,1,Single,Self-Employed,High School,56.0,59989.98667641296,4999.165556367747,7997.997335282593,MZ,747.0,0,127061.25480838184
275,276,MN,1,Single,Self-Employed,Master,19.0,49774.32798761866,4147.860665634888,5954.865597523732,MN,325.0,0,80890.96408122803
276,277,MP,1,Divorced,Employed,PhD,20.0,45956.167397404766,3829.680616450397,5191.233479480954,MP,849.0,0,442695.1039730998
277,278,AP,1,Married,Retired,PhD,66.0,75860.92443186053,6321.743702655044,12758.27732955816,AP,587.0,0,132104.10997850716
278,279,SK,0,Widowed,Employed,Master,54.0,48982.98792365859,4081.9156603048823,5796.597584731719,SK,496.0,0,99053.15200640332
279,280,CG,1,Divorced,Self-Employed,Bachelor,66.0,73617.32577373846,6134.777147811538,12085.197732121536,CG,411.0,0,78624.4852278861
280,281,UK,1,Married,Retired,Bachelor,73.0,59955.36303978311,4996.280253315259,7991.072607956622,UK,770.0,0,95708.62458736174
281,282,PB,1,Divorced,Retired,Bachelor,48.78677777777778,80091.38515980927,6674.2820966507725,7983.148454689412,PB,668.0,0,195918.63650269905
282,283,AP,0,Divorced,Unemployed,Bachelor,76.0,41234.28994530809,5004.438100873866,4246.857989061618,AP,681.0,0,235252.41173207184
283,284,KL,0,Married,Unemployed,High School,66.0,43744.86169627192,3645.405141355993,4748.972339254384,KL,327.0,0,228182.62563954844
284,285,TN,0,Widowed,Unemployed,High School,19.0,54941.90434745877,4578.492028954897,6988.380869491753,TN,446.0,0,442695.1039730998
285,286,MN,0,Divorced,Unemployed,PhD,19.0,56434.80304455404,4702.900253712836,7983.148454689412,MN,609.0,0,172100.4135624857
286,287,BR,0,Single,Unemployed,Master,45.0,53617.97348345381,4468.164456954484,6723.594696690762,BR,677.0,0,442695.1039730998
287,288,OR,1,Divorced,Employed,High School,71.0,107365.92729767732,8947.160608139777,22209.778189303197,OR,380.0,0,215396.65196242352
288,289,ML,0,Divorced,Employed,PhD,40.0,97138.44607833434,8094.870506527862,19141.5338235003,ML,314.0,0,244941.3357004628
289,290,TN,1,Married,Retired,Bachelor,54.0,65382.99134677878,5448.582612231565,9614.897404033632,TN,514.0,0,123009.40922766736
290,291,NL,1,Divorced,Retired,PhD,49.0,67505.49733290824,5625.458111075686,10251.649199872472,NL,322.0,0,338712.61895383685
291,292,UP,1,Widowed,Unemployed,High School,50.0,55744.220758567535,4645.351729880628,7148.844151713507,UP,635.0,0,250513.9562898649
292,293,MZ,0,Divorced,Self-Employed,Master,18.0,59935.80079297256,3425.261699722804,4220.62807933473,MZ,489.0,0,259423.6004424017
293,294,KA,0,Divorced,Self-Employed,High School,36.0,56722.69967000546,4726.891639167122,7344.539934001092,KA,580.0,0,115127.49609614191
294,295,PB,0,Divorced,Retired,Master,48.78677777777778,73880.11952631696,6156.676627193081,12164.035857895087,PB,459.0,0,113274.53916249066
295,296,MP,1,Divorced,Retired,Master,19.0,83501.28170822417,5004.438100873866,15050.38451246725,MP,-1.0,1,144212.88392891482
296,297,TS,1,Married,Retired,Bachelor,70.0,77922.7515694087,6493.5626307840585,13376.825470822612,TS,583.0,0,258958.09067745897
297,298,SK,0,Single,Unemployed,Master,61.0,32824.06272322419,2735.3385602686826,2564.812544644838,SK,390.0,0,442695.1039730998
298,299,HP,0,Single,Retired,Master,48.78677777777778,54793.90179323316,5004.438100873866,6958.7803586466325,HP,792.0,0,442695.1039730998
299,300,MZ,0,Married,Unemployed,Bachelor,49.0,33560.38383241213,2796.6986527010117,2712.076766482426,MZ,783.0,0,316688.8672576073
300,301,MZ,1,Divorced,Employed,PhD,23.0,81039.18403324894,6753.265336104078,14311.75520997468,MZ,439.0,0,143438.53777547873
301,302,UK,1,Divorced,Retired,Master,49.0,52577.080893594015,4381.423407799502,6515.416178718803,UK,762.0,0,442695.1039730998
302,303,CG,0,Married,Self-Employed,High School,72.0,59152.0179186414,4929.3348265534505,7983.148454689412,CG,319.0,0,141513.1200828919
303,304,SK,1,Single,Unemployed,High School,48.78677777777778,68640.90482409003,5004.438100873866,10592.271447227007,SK,638.0,0,442695.1039730998
304,305,HR,1,Widowed,Employed,PhD,48.78677777777778,109790.51855661416,9149.209879717848,22937.15556698425,HR,709.0,0,442695.1039730998
305,306,AS,0,Divorced,Employed,PhD,28.0,64828.94891621148,5402.41240968429,9448.684674863443,AS,733.0,0,280926.2454116818
306,307,GA,1,Married,Unemployed,High School,73.0,55711.12131948747,4642.593443290622,7142.224263897495,GA,501.0,0,263898.0921701516
307,308,AS,1,Divorced,Unemployed,Master,76.0,37661.241818334485,3138.43681819454,3532.248363666897,AS,324.0,0,442695.1039730998
308,309,HR,1,Single,Employed,Master,34.0,86255.51007305589,7187.959172754658,15876.653021916767,HR,330.0,0,185006.2989362777
309,310,KL,0,Divorced,Employed,Bachelor,55.0,59935.80079297256,4727.545303554387,7983.148454689412,KL,767.0,0,129421.42910825914
310,311,UK,1,Single,Employed,PhD,41.0,59935.80079297256,7485.713697391549,16948.56931060958,UK,506.0,0,442695.1039730998
311,312,UK,1,Widowed,Unemployed,Master,22.0,79901.03603307702,5004.438100873866,13970.310809923109,UK,701.0,0,272003.26520118513
312,313,BR,0,Widowed,Retired,PhD,69.0,51666.79015304752,4305.565846087293,6333.358030609503,BR,467.0,0,442695.1039730998
313,314,AR,0,Divorced,Employed,Master,51.0,34939.02874459372,2911.5857287161434,2987.805748918744,AR,642.0,0,353704.0430096813
314,315,WB,1,Married,Employed,PhD,23.0,64906.24410966493,5408.853675805411,9471.873232899476,WB,366.0,0,442695.1039730998
315,316,TR,1,Single,Self-Employed,High School,39.0,48931.73648211117,4077.644706842597,5786.347296422235,TR,310.0,0,442695.1039730998
316,317,JH,1,Divorced,Retired,High School,28.0,60708.2251642135,5059.0187636844585,8212.46754926405,JH,710.0,0,442695.1039730998
317,318,MN,0,Single,Unemployed,Master,65.0,78882.89292337807,6573.574410281506,13664.86787701342,MN,464.0,0,273446.3016891549
318,319,MP,0,Married,Employed,Bachelor,33.0,30235.521918752995,2519.6268265627496,2047.104383750599,MP,439.0,0,247558.7039967782
319,320,TS,1,Divorced,Unemployed,PhD,50.0,64763.04919322785,5396.920766102321,9428.914757968356,TS,780.0,0,186366.8239819811
320,321,MN,0,Married,Retired,High School,26.0,73672.73143594325,6139.394286328605,12101.819430782974,MN,711.0,0,442695.1039730998
321,322,SK,0,Single,Retired,PhD,77.0,59935.80079297256,6212.165842634095,12363.79703348274,SK,561.0,0,155833.3530836664
322,323,OR,0,Divorced,Retired,Master,76.0,35456.24091862638,2954.6867432188656,3091.2481837252767,OR,805.0,0,290238.5227595394
323,324,NL,0,Married,Self-Employed,Bachelor,23.0,67548.05645593134,5629.004704660945,10264.4169367794,NL,512.0,0,442695.1039730998
324,325,MP,0,Widowed,Employed,Bachelor,33.0,81663.65847432046,6805.304872860039,14499.097542296138,MP,644.0,0,180127.27919046866
325,326,PB,0,Single,Retired,Master,46.0,66178.20837120136,5514.850697600114,9853.462511360409,PB,335.0,0,442695.1039730998
326,327,PB,1,Divorced,Unemployed,High School,20.0,57917.50429004634,4826.458690837195,7583.500858009268,PB,343.0,0,172521.43872265113
327,328,AP,1,Widowed,Self-Employed,Bachelor,37.0,80513.03293032199,6709.419410860166,14153.909879096598,AP,706.0,0,442695.1039730998
328,329,TR,1,Married,Retired,Bachelor,77.0,47502.261412101056,3958.521784341755,5500.452282420211,TR,386.0,0,38688.39303642052
329,330,ML,0,Widowed,Retired,Bachelor,76.0,32463.007652341134,2705.2506376950946,7983.148454689412,ML,334.0,0,202670.54397970004
330,331,UP,1,Single,Unemployed,PhD,53.0,56389.23933124323,4699.103277603603,7277.847866248647,UP,752.0,0,442695.1039730998
331,332,HR,1,Divorced,Self-Employed,PhD,36.0,69630.81345067197,5802.567787555998,10889.24403520159,HR,616.0,0,95239.5044613357
332,333,TN,0,Widowed,Unemployed,High School,43.0,59935.80079297256,6558.40514215465,13610.25851175674,TN,465.0,0,145238.25436562125
333,334,GA,1,Married,Employed,Master,20.0,69549.04633502278,5795.753861251898,10864.713900506837,GA,479.0,0,228929.7021299392
334,335,AS,1,Widowed,Retired,PhD,36.0,75044.77923704743,5004.438100873866,12513.433771114229,AS,813.0,0,58084.18541481858
335,336,PB,1,Divorced,Unemployed,Bachelor,37.0,78815.60574187127,6567.96714515594,13644.68172256138,PB,746.0,0,442695.1039730998
336,337,ML,1,Widowed,Self-Employed,High School,49.0,53891.21388663401,4490.934490552834,6778.242777326802,ML,777.0,0,291646.1619389558
337,338,AR,0,Divorced,Employed,PhD,24.0,57337.09256566338,4778.091047138615,7467.418513132676,AR,652.0,0,165405.84071033692
338,339,TN,1,Married,Retired,High School,69.0,83169.02027669776,5004.438100873866,14950.706083009329,TN,834.0,0,442695.1039730998
339,340,AR,0,Divorced,Retired,Bachelor,58.0,38217.17356384762,3184.764463653969,3643.4347127695246,AR,325.0,0,286065.2610122854
340,341,MN,0,Married,Self-Employed,High School,50.0,67724.3915074013,5643.699292283442,10317.317452220392,MN,329.0,0,229122.5469501164
341,342,JH,1,Widowed,Unemployed,Bachelor,57.0,47099.241079493615,3924.936756624468,5419.848215898723,JH,523.0,0,198068.36422790436
342,343,AP,0,Divorced,Unemployed,High School,48.78677777777778,79804.70885815745,6650.392404846454,13941.412657447236,AP,405.0,0,442695.1039730998
343,344,SK,0,Single,Retired,Master,35.0,59677.16134964749,4973.0967791372905,7935.432269929498,SK,839.0,0,239194.28856534552
344,345,PB,0,Married,Employed,High School,57.0,60136.69083680623,5011.390903067186,8041.007251041869,PB,756.0,0,359917.673595911
345,346,MN,0,Widowed,Unemployed,Master,18.0,91119.83797314035,7593.319831095029,17335.951391942108,MN,360.0,0,442695.1039730998
